,module,inverter,power_required,nmod,ninv,modules_per_string,max_strings,total_ipmd,total_ipinv,ipsys
0,23,19,63402,122.0,12,6,2,0.3163025721409817,0.001608298821921113,0.31791087096290277
1,23,19,63829,180.0,12,8,2,0.4666759261096451,0.001608298821921113,0.4682842249315662
2,23,19,54332,155.0,11,8,2,0.40185982526108327,0.0014742739200943535,0.40333409918117763
3,23,19,95230,166.0,18,5,2,0.43037890963445047,0.0024124482328816694,0.43279135786733214
4,5,5,4164,5.0,1,1,4,0.010084581401127536,8.721437292865864e-06,0.010093302838420403
5,23,19,76664,196.0,15,7,2,0.5081582306527247,0.002010373527401391,0.5101686041801261
6,23,19,70503,142.0,14,6,2,0.36815545281983114,0.0018763486255746317,0.37003180144540576
7,23,19,54760,138.0,11,7,2,0.3577848766840612,0.0014742739200943535,0.3592591506041556
8,23,19,76321,250.0,15,9,2,0.6481610084856182,0.002010373527401391,0.6501713820130196
9,23,19,98653,238.0,19,7,2,0.6170492800783085,0.0025464731347084285,0.619595753213017
10,23,19,111316,219.0,21,6,2,0.5677890434334015,0.0028145229383619475,0.5706035663717635
11,23,19,103530,186.0,20,5,2,0.48223179031329994,0.002680498036535188,0.48491228834983513
12,23,1,14079,26.0,12,2,2,0.0674087448825043,0.0016519096075062775,0.06906065449001057
13,23,19,125434,380.0,24,8,2,0.9852047328981397,0.003216597643842226,0.9884213305419819
14,23,19,9840,25.0,2,7,2,0.06481610084856182,0.0002680498036535188,0.06508415065221534
15,23,19,117819,374.0,22,9,2,0.9696488686944849,0.002948547840188707,0.9725974165346736
16,23,19,45177,93.0,9,6,2,0.24111589515664997,0.0012062241164408347,0.2423221192730908
17,23,19,61519,178.0,12,8,2,0.46149063804176016,0.001608298821921113,0.46309893686368125
18,23,19,42439,111.0,8,7,2,0.2877834877676145,0.0010721992146140752,0.2888556869822286
19,23,19,49968,132.0,10,7,2,0.34222901248040644,0.001340249018267594,0.343569261498674
20,23,19,29348,87.0,6,8,2,0.22556003095299512,0.0008041494109605565,0.22636418036395567
21,23,19,98140,164.0,19,5,2,0.42519362156656554,0.0025464731347084285,0.42774009470127394
22,23,19,74952,298.0,14,11,2,0.7726079221148568,0.0018763486255746317,0.7744842707404315
23,23,19,52621,163.0,10,9,2,0.42260097753262305,0.001340249018267594,0.4239412265508906
24,23,19,39530,88.0,8,6,2,0.22815267498693761,0.0010721992146140752,0.2292248742015517
25,23,19,85648,233.0,16,8,2,0.6040860599085962,0.0021443984292281505,0.6062304583378244
26,23,19,101049,210.0,19,6,2,0.5444552471279193,0.0025464731347084285,0.5470017202626277
27,23,19,94033,219.0,18,7,2,0.5677890434334015,0.0024124482328816694,0.5702014916662832
28,23,19,52963,176.0,10,9,2,0.45630534997387523,0.001340249018267594,0.4576455989921428
29,23,19,30888,111.0,6,10,2,0.2877834877676145,0.0008041494109605565,0.28858763717857505
30,23,19,16428,51.0,4,7,2,0.1322248457310661,0.0005360996073070376,0.13276094533837315
31,23,19,81369,192.0,16,6,2,0.4977876545169548,0.0021443984292281505,0.4999320529461829
32,23,19,22503,85.0,5,9,2,0.2203747428851102,0.000670124509133797,0.22104486739424398
33,23,19,119701,214.0,23,5,2,0.5548258232636892,0.0030825727420154664,0.5579083960057047
34,23,19,91808,221.0,18,7,2,0.5729743315012865,0.0024124482328816694,0.5753867797341682
35,23,19,79744,196.0,15,7,2,0.5081582306527247,0.002010373527401391,0.5101686041801261
36,23,19,111059,231.0,21,6,2,0.5989007718407112,0.0028145229383619475,0.6017152947790732
37,23,19,47059,145.0,9,9,2,0.37593338492165856,0.0012062241164408347,0.3771396090380994
38,23,19,57498,99.0,11,5,2,0.2566717593603048,0.0014742739200943535,0.25814603328039915
39,23,19,102674,373.0,20,10,2,0.9670562246605423,0.002680498036535188,0.9697367226970774
40,23,19,96514,172.0,18,5,2,0.4459347738381053,0.0024124482328816694,0.448347222070987
41,23,19,61690,215.0,12,9,2,0.5574184672976317,0.001608298821921113,0.5590267661195528
42,23,19,20364,55.0,4,7,2,0.142595421866836,0.0005360996073070376,0.14313152147414304
43,23,19,80942,280.0,15,10,2,0.7259403295038924,0.002010373527401391,0.7279507030312938
44,23,19,110546,349.0,21,9,2,0.904832767845923,0.0028145229383619475,0.907647290784285
45,23,19,127487,228.0,24,5,2,0.5911228397388838,0.003216597643842226,0.594339437382726
46,23,19,125605,293.0,24,7,2,0.7596447019451446,0.003216597643842226,0.7628612995889867
47,23,19,115166,251.0,22,6,2,0.6507536525195606,0.002948547840188707,0.6537022003597494
48,23,19,84963,324.0,16,11,2,0.8400166669973612,0.0021443984292281505,0.8421610654265894
49,23,19,74182,164.0,14,6,2,0.42519362156656554,0.0018763486255746317,0.42706997019214016
50,23,19,82995,213.0,16,7,2,0.5522331792297467,0.0021443984292281505,0.5543775776589749
51,23,19,127744,222.0,24,5,2,0.575566975535229,0.003216597643842226,0.5787835731790711
52,23,19,38589,95.0,8,6,2,0.24630118322453493,0.0010721992146140752,0.247373382439149
53,23,19,27038,63.0,6,6,2,0.1633365741383758,0.0008041494109605565,0.16414072354933634
54,23,19,47744,98.0,9,6,2,0.25407911532636235,0.0012062241164408347,0.2552853394428032
55,23,19,106867,391.0,20,10,2,1.0137238172715068,0.002680498036535188,1.016404315308042
56,23,19,64771,128.0,12,6,2,0.3318584363446365,0.001608298821921113,0.3334667351665576
57,23,19,21733,41.0,5,5,2,0.10629840539164138,0.000670124509133797,0.10696852990077518
58,23,19,108835,358.0,21,9,2,0.9281665641514053,0.0028145229383619475,0.9309810870897672
59,23,19,108065,275.0,21,7,2,0.71297710933418,0.0028145229383619475,0.7157916322725419
60,23,19,63230,175.0,12,8,2,0.45371270593993274,0.001608298821921113,0.45532100476185383
61,23,19,90097,326.0,17,10,2,0.8452019550652461,0.00227842333105491,0.847480378396301
62,23,19,52279,119.0,10,6,2,0.30852464003915425,0.001340249018267594,0.3098648890574218
63,23,19,87958,252.0,17,8,2,0.6533462965535032,0.00227842333105491,0.6556247198845581
64,23,19,16000,29.0,3,5,2,0.07518667698433171,0.00040207470548027824,0.07558875168981198
65,23,19,120813,253.0,23,6,2,0.6559389405874456,0.0030825727420154664,0.6590215133294611
66,23,19,62033,143.0,12,6,2,0.37074809685377363,0.001608298821921113,0.37235639567569473
67,23,19,96771,236.0,18,7,2,0.6118639920104236,0.0024124482328816694,0.6142764402433053
68,23,19,68364,158.0,13,7,2,0.4096377573629107,0.0017423237237478722,0.4113800810866586
69,23,19,65541,224.0,13,9,2,0.5807522636031139,0.0017423237237478722,0.5824945873268618
70,23,19,79402,277.0,15,10,2,0.718162397402065,0.002010373527401391,0.7201727709294664
71,23,19,100279,177.0,19,5,2,0.45889799400781767,0.0025464731347084285,0.46144446714252607
72,23,19,46888,172.0,9,10,2,0.4459347738381053,0.0012062241164408347,0.44714099795454615
73,23,19,91295,269.0,17,8,2,0.6974212451305252,0.00227842333105491,0.69969966846158
74,23,19,90952,201.0,17,6,2,0.521121450822437,0.00227842333105491,0.5233998741534919
75,23,19,42439,83.0,8,6,2,0.21518945481722523,0.0010721992146140752,0.2162616540318393
76,23,19,51337,91.0,10,5,2,0.23593060708876504,0.001340249018267594,0.23727085610703263
77,23,19,104129,404.0,20,11,2,1.047428189712759,0.002680498036535188,1.0501086877492942
78,23,19,13861,39.0,3,7,2,0.10111311732375644,0.00040207470548027824,0.10151519202923671
79,23,19,76150,137.0,15,5,2,0.3551922326501188,0.002010373527401391,0.3572026061775202
80,23,19,126118,405.0,24,9,2,1.0500208337467014,0.003216597643842226,1.0532374313905437
81,23,19,34225,77.0,7,6,2,0.19963359061357042,0.0009381743127873159,0.20057176492635773
82,23,19,68535,141.0,13,6,2,0.36556280878588865,0.0017423237237478722,0.36730513250963653
83,23,19,72300,198.0,14,8,2,0.5133435187206096,0.0018763486255746317,0.5152198673461842
84,23,19,101733,352.0,19,10,2,0.9126106999477505,0.0025464731347084285,0.9151571730824589
85,23,19,39958,70.0,8,5,2,0.1814850823759731,0.0010721992146140752,0.18255728159058718
86,23,19,86760,259.0,17,8,2,0.6714948047911005,0.00227842333105491,0.6737732281221553
87,23,19,113797,229.0,22,6,2,0.5937154837728262,0.002948547840188707,0.596664031613015
88,23,19,87530,233.0,17,7,2,0.6040860599085962,0.00227842333105491,0.6063644832396511
89,23,19,45006,88.0,9,5,2,0.22815267498693761,0.0012062241164408347,0.22935889910337845
90,23,1,6543,16.0,6,2,2,0.041482304543079565,0.0008259548037531388,0.0423082593468327
91,23,19,66311,174.0,13,7,2,0.45112006190599024,0.0017423237237478722,0.45286238562973813
92,23,19,105070,366.0,20,10,2,0.948907716422945,0.002680498036535188,0.9515882144594802
93,23,19,107551,189.0,20,5,2,0.49000972241512736,0.002680498036535188,0.49269022045166255
94,23,19,75209,137.0,14,5,2,0.3551922326501188,0.0018763486255746317,0.3570685812756934
95,23,19,117733,216.0,22,5,2,0.5600111113315741,0.002948547840188707,0.5629596591717628
96,23,19,36107,120.0,7,9,2,0.31111728407309674,0.0009381743127873159,0.31205545838588405
97,23,19,106781,233.0,20,6,2,0.6040860599085962,0.002680498036535188,0.6067665579451313
98,23,19,22332,40.0,5,4,2,0.1037057613576989,0.000670124509133797,0.1043758858668327
99,23,9,4390,9.0,1,5,2,0.023333796305482254,0.00019029350870783095,0.023524089814190085
100,23,19,10952,40.0,3,7,2,0.1037057613576989,0.00040207470548027824,0.10410783606317918
101,23,19,94888,303.0,18,9,2,0.7855711422845693,0.0024124482328816694,0.7879835905174509
102,23,19,42182,126.0,8,8,2,0.3266731482767516,0.0010721992146140752,0.3277453474913657
103,23,19,54418,126.0,11,6,2,0.3266731482767516,0.0014742739200943535,0.32814742219684595
104,23,19,113455,188.0,22,5,2,0.48741707838118487,0.002948547840188707,0.4903656262213736
105,23,19,37220,137.0,7,10,2,0.3551922326501188,0.0009381743127873159,0.3561304069629061
106,23,19,49369,108.0,10,6,2,0.28000555566578705,0.001340249018267594,0.2813458046840546
107,23,19,127316,209.0,24,5,2,0.5418626030939768,0.003216597643842226,0.545079200737819
108,23,19,127145,394.0,24,9,2,1.0215017493733343,0.003216597643842226,1.0247183470171766
109,23,19,18738,41.0,4,6,2,0.10629840539164138,0.0005360996073070376,0.10683450499894842
110,23,19,13434,36.0,3,6,2,0.09333518522192902,0.00040207470548027824,0.09373725992740929
111,23,19,87701,212.0,17,7,2,0.5496405351958042,0.00227842333105491,0.5519189585268591
112,23,19,80086,134.0,15,5,2,0.34741430054829137,0.002010373527401391,0.3494246740756928
113,23,19,125605,292.0,24,7,2,0.7570520579112021,0.003216597643842226,0.7602686555550443
114,23,19,24642,49.0,5,5,2,0.12703955766318117,0.000670124509133797,0.12770968217231496
115,23,19,49284,122.0,10,7,2,0.3163025721409817,0.001340249018267594,0.31764282115924924
116,23,19,63915,118.0,12,5,2,0.3059319960052118,0.001608298821921113,0.3075402948271329
117,23,19,11722,21.0,3,4,2,0.05444552471279193,0.00040207470548027824,0.05484759941827221
118,23,19,99765,330.0,19,9,2,0.8555725312010161,0.0025464731347084285,0.8581190043357245
119,23,19,88043,335.0,17,10,2,0.8685357513707284,0.00227842333105491,0.8708141747017832
120,23,19,62717,125.0,12,6,2,0.3240805042428091,0.001608298821921113,0.3256888030647302
121,23,19,68963,158.0,13,7,2,0.4096377573629107,0.0017423237237478722,0.4113800810866586
122,23,19,62974,196.0,12,9,2,0.5081582306527247,0.001608298821921113,0.5097665294746458
123,23,19,22931,55.0,5,6,2,0.142595421866836,0.000670124509133797,0.14326554637596978
124,23,19,107551,368.0,20,10,2,0.95409300449083,0.002680498036535188,0.9567735025273651
125,23,19,82140,285.0,16,9,2,0.7389035496736047,0.0021443984292281505,0.7410479481028329
126,23,19,101476,274.0,19,8,2,0.7103844653002376,0.0025464731347084285,0.712930938434946
127,23,19,98567,169.0,19,5,2,0.4381568417362779,0.0025464731347084285,0.4407033148709863
128,23,19,115851,331.0,22,8,2,0.8581651752349585,0.002948547840188707,0.8611137230751472
129,23,19,44236,117.0,9,7,2,0.3033393519712693,0.0012062241164408347,0.30454557608771016
130,23,19,35851,87.0,7,7,2,0.22556003095299512,0.0009381743127873159,0.22649820526578243
131,23,19,55787,106.0,11,5,2,0.2748202675979021,0.0014742739200943535,0.2762945415179965
132,23,19,122353,494.0,23,11,2,1.2807661527675815,0.0030825727420154664,1.283848725509597
133,23,19,65712,140.0,13,6,2,0.3629701647519462,0.0017423237237478722,0.3647124884756941
134,23,19,127487,455.0,24,10,2,1.179653035443825,0.003216597643842226,1.1828696330876673
135,23,19,31487,61.0,6,6,2,0.15815128607049084,0.0008041494109605565,0.15895543548145138
136,23,19,33541,56.0,7,4,2,0.14518806590077848,0.0009381743127873159,0.1461262402135658
137,23,1,7620,16.0,7,2,2,0.041482304543079565,0.0009636139377119952,0.04244591848079156
138,28,12,4990,10.0,2,2,2,0.01554390832947947,0.00018831540570671002,0.01573222373518618
139,23,19,54075,97.0,11,5,2,0.25148647129241986,0.0014742739200943535,0.2529607452125142
140,23,19,18910,55.0,4,7,2,0.142595421866836,0.0005360996073070376,0.14313152147414304
141,23,19,48257,85.0,9,5,2,0.2203747428851102,0.0012062241164408347,0.22158096700155103
142,23,19,9583,24.0,2,6,2,0.06222345681461935,0.0002680498036535188,0.062491506618272866
143,23,19,18995,69.0,4,9,2,0.1788924383420306,0.0005360996073070376,0.17942853794933766
144,23,19,5049,12.0,1,6,2,0.031111728407309674,0.0001340249018267594,0.031245753309136433
145,23,19,103958,178.0,20,5,2,0.46149063804176016,0.002680498036535188,0.46417113607829535
146,23,19,61776,194.0,12,9,2,0.5029729425848397,0.001608298821921113,0.5045812414067609
147,23,19,83680,145.0,16,5,2,0.37593338492165856,0.0021443984292281505,0.3780777833508867
148,23,19,30546,58.0,6,5,2,0.15037335396866341,0.0008041494109605565,0.15117750337962396
149,23,19,31145,78.0,6,7,2,0.20222623464751288,0.0008041494109605565,0.20303038405847343
150,23,19,63744,200.0,12,9,2,0.5185288067884946,0.001608298821921113,0.5201371056104157
151,23,19,26097,45.0,5,5,2,0.11666898152741127,0.000670124509133797,0.11733910603654507
152,23,19,39615,92.0,8,6,2,0.2385232511227075,0.0010721992146140752,0.23959545033732157
153,5,16,4063,5.0,1,3,1,0.010084581401127536,4.982064567556796e-05,0.010134402046803104
154,23,19,13177,51.0,3,9,2,0.1322248457310661,0.00040207470548027824,0.1326269204365464
155,23,19,116706,430.0,22,10,2,1.1148369345952633,0.002948547840188707,1.117785482435452
156,23,19,35252,89.0,7,7,2,0.23074531902088008,0.0009381743127873159,0.2316834933336674
157,23,19,94974,383.0,18,11,2,0.9929826649999671,0.0024124482328816694,0.9953951132328488
158,23,19,23958,83.0,5,9,2,0.21518945481722523,0.000670124509133797,0.21585957932635902
159,23,19,43295,71.0,9,4,2,0.18407772640991557,0.0012062241164408347,0.1852839505263564
160,23,19,118760,230.0,22,6,2,0.5963081278067688,0.002948547840188707,0.5992566756469575
161,23,19,119958,239.0,23,6,2,0.619641924112251,0.0030825727420154664,0.6227244968542666
162,23,19,33027,70.0,7,5,2,0.1814850823759731,0.0009381743127873159,0.18242325668876042
163,23,19,94632,260.0,18,8,2,0.6740874488250429,0.0024124482328816694,0.6764998970579246
164,23,19,22161,42.0,5,5,2,0.10889104942558386,0.000670124509133797,0.10956117393471766
165,23,19,69562,128.0,13,5,2,0.3318584363446365,0.0017423237237478722,0.3336007600683844
166,23,19,94289,245.0,18,7,2,0.6351977883159058,0.0024124482328816694,0.6376102365487875
167,23,19,71615,170.0,14,7,2,0.4407494857702204,0.0018763486255746317,0.442625834395795
168,23,19,109690,317.0,21,8,2,0.8218681587597639,0.0028145229383619475,0.8246826816981259
169,23,19,23872,58.0,5,6,2,0.15037335396866341,0.000670124509133797,0.1510434784777972
170,23,19,41070,109.0,8,7,2,0.28259819969972955,0.0010721992146140752,0.28367039891434365
171,23,19,91038,149.0,17,5,2,0.3863039610574284,0.00227842333105491,0.38858238438848336
172,23,19,124664,240.0,24,5,2,0.6222345681461935,0.003216597643842226,0.6254511657900357
173,23,19,20279,44.0,4,6,2,0.11407633749346881,0.0005360996073070376,0.11461243710077584
174,23,19,59209,126.0,11,6,2,0.3266731482767516,0.0014742739200943535,0.32814742219684595
175,23,19,41583,119.0,8,8,2,0.30852464003915425,0.0010721992146140752,0.30959683925376835
176,23,19,77348,202.0,15,7,2,0.5237140948563795,0.002010373527401391,0.525724468383781
177,24,5,2368,4.0,1,1,6,0.010268903820713325,8.721437292865864e-06,0.010277625258006191
178,23,19,18995,31.0,4,4,2,0.08037196505221665,0.0005360996073070376,0.08090806465952369
179,23,19,88129,285.0,17,9,2,0.7389035496736047,0.00227842333105491,0.7411819730046596
180,23,19,89498,150.0,17,5,2,0.3888966050913709,0.00227842333105491,0.39117502842242585
181,23,19,110289,355.0,21,9,2,0.9203886320495779,0.0028145229383619475,0.9232031549879398
182,23,19,13605,27.0,3,5,2,0.07000138891644676,0.00040207470548027824,0.07040346362192704
183,23,19,61091,206.0,12,9,2,0.5340846709921494,0.001608298821921113,0.5356929698140706
184,23,1,6046,15.0,6,2,2,0.03888966050913709,0.0008259548037531388,0.03971561531289023
185,23,1,9524,20.0,8,2,2,0.05185288067884945,0.0011012730716708516,0.0529541537505203
186,23,19,99594,316.0,19,9,2,0.8192755147258214,0.0025464731347084285,0.8218219878605298
187,23,12,10146,26.0,3,3,2,0.0674087448825043,0.000282473108560065,0.06769121799106437
188,23,19,128343,244.0,24,6,2,0.6326051442819633,0.003216597643842226,0.6358217419258055
189,23,19,28578,69.0,6,6,2,0.1788924383420306,0.0008041494109605565,0.17969658775299116
190,23,19,97541,186.0,19,5,2,0.48223179031329994,0.0025464731347084285,0.48477826344800834
191,23,19,79230,131.0,15,5,2,0.33963636844646394,0.002010373527401391,0.34164674197386535
192,23,19,49027,182.0,10,10,2,0.4718612141775301,0.001340249018267594,0.47320146319579764
193,23,19,41669,105.0,8,7,2,0.27222762356395963,0.0010721992146140752,0.27329982277857373
194,23,19,105669,258.0,20,7,2,0.668902160757158,0.002680498036535188,0.6715826587936932
195,23,19,119017,287.0,23,7,2,0.7440888377414897,0.0030825727420154664,0.7471714104835052
196,23,19,18824,40.0,4,5,2,0.1037057613576989,0.0005360996073070376,0.10424186096500594
197,23,19,119872,319.0,23,7,2,0.8270534468276488,0.0030825727420154664,0.8301360195696643
198,23,19,90696,152.0,17,5,2,0.39408189315925585,0.00227842333105491,0.3963603164903108
199,23,19,75123,216.0,14,8,2,0.5600111113315741,0.0018763486255746317,0.5618874599571487
200,23,19,15402,55.0,3,10,2,0.142595421866836,0.00040207470548027824,0.14299749657231628
201,23,19,127145,258.0,24,6,2,0.668902160757158,0.003216597643842226,0.6721187584010002
202,23,19,27551,72.0,6,6,2,0.18667037044385804,0.0008041494109605565,0.18747451985481858
203,23,19,120300,299.0,23,7,2,0.7752005661487994,0.0030825727420154664,0.7782831388908149
204,23,19,67337,126.0,13,5,2,0.3266731482767516,0.0017423237237478722,0.3284154720004995
205,23,19,118332,346.0,22,8,2,0.8970548357440956,0.002948547840188707,0.9000033835842843
206,23,19,111573,239.0,21,6,2,0.619641924112251,0.0028145229383619475,0.622456447050613
207,23,19,26525,49.0,5,5,2,0.12703955766318117,0.000670124509133797,0.12770968217231496
208,23,19,49198,88.0,10,5,2,0.22815267498693761,0.001340249018267594,0.2294929240052052
209,23,19,124492,302.0,24,7,2,0.7829784982506268,0.003216597643842226,0.786195095894469
210,23,19,82653,315.0,16,10,2,0.816682870691879,0.0021443984292281505,0.8188272691211071
211,23,19,16942,33.0,4,5,2,0.08555725312010161,0.0005360996073070376,0.08609335272740865
212,23,19,64172,108.0,12,5,2,0.28000555566578705,0.001608298821921113,0.28161385448770815
213,23,19,28492,47.0,6,4,2,0.12185426959529622,0.0008041494109605565,0.12265841900625678
214,23,19,37819,76.0,8,5,2,0.19704094657962792,0.0010721992146140752,0.198113145794242
215,23,19,90867,367.0,17,11,2,0.9515003604568876,0.00227842333105491,0.9537787837879425
216,23,19,72214,290.0,14,11,2,0.7518667698433171,0.0018763486255746317,0.7537431184688917
217,23,19,30033,59.0,6,5,2,0.1529659980026059,0.0008041494109605565,0.15377014741356645
218,23,19,89412,189.0,17,6,2,0.49000972241512736,0.00227842333105491,0.4922881457461823
219,23,19,71444,157.0,14,6,2,0.40704511332896826,0.0018763486255746317,0.4089214619545429
220,23,19,104813,181.0,20,5,2,0.4692685701435876,0.002680498036535188,0.4719490681801228
221,23,19,84963,166.0,16,6,2,0.43037890963445047,0.0021443984292281505,0.4325233080636786
222,23,19,46888,136.0,9,8,2,0.3525995886161763,0.0012062241164408347,0.35380581273261713
223,23,19,28236,64.0,6,6,2,0.16592921817231826,0.0008041494109605565,0.1667333675832788
224,23,19,117819,230.0,22,6,2,0.5963081278067688,0.002948547840188707,0.5992566756469575
225,23,19,68364,176.0,13,7,2,0.45630534997387523,0.0017423237237478722,0.4580476736976231
226,23,19,109776,265.0,21,7,2,0.6870506689947553,0.0028145229383619475,0.6898651919331172
227,23,19,9755,29.0,2,8,2,0.07518667698433171,0.0002680498036535188,0.07545472678798523
228,23,19,120728,335.0,23,8,2,0.8685357513707284,0.0030825727420154664,0.8716183241127439
229,23,19,52535,119.0,10,6,2,0.30852464003915425,0.001340249018267594,0.3098648890574218
230,23,1,10767,23.0,9,2,2,0.059630812780676876,0.001238932205629708,0.06086974498630658
